"interview__key","y5_hhid","plot_id","plotname","plot_desc","prevplot_id","ag3a_02_1","ag3a_02_2","ag3a_02_3","ag3a_03","ag3a_04","ag3a_07","ag3a_08a_1","ag3a_08a_2","ag3a_08b_1","ag3a_08b_2","ag3a_08b_3","ag3a_08c1","ag3a_08c2","ag3a_09a_1","ag3a_09a_2","ag3a_09b_1","ag3a_09b_2","ag3a_09b_3","ag3a_09c1","ag3a_09c2","ag3a_10","ag3a_11","ag3a_12","ag3a_13","ag3a_14","ag3a_15","ag3a_16_1","ag3a_16_2","ag3a_17","ag3a_18","ag3a_19","ag3a_20","ag3a_21","ag3a_22","ag3a_23","ag3a_24","ag3a_25","ag3a_26_1","ag3a_26_2","ag3a_27","ag3a_28a","ag3a_28b","ag3a_28c","ag3a_28d","ag3a_29_1","ag3a_29_2","ag3a_30","ag3a_31_1","ag3a_31_2","ag3a_31a","ag3a_32_1","ag3a_32_2","ag3a_33","ag3a_34_1","ag3a_34_2","ag3a_35","ag3a_36_1","ag3a_36_2","ag3a_37_1","ag3a_37_2","ag3a_38","ag3a_38a","ag3a_39","ag3a_40","ag3a_41","ag3a_42","ag3a_43","ag3a_44","ag3a_45","ag3a_46_1","ag3a_46_2","ag3a_47","ag3a_48","ag3a_49","ag3a_51","ag3a_52","ag3a_53_1","ag3a_53_2","ag3a_54","ag3a_55","ag3a_56","ag3a_58","ag3a_59_1","ag3a_59_2","ag3a_60","ag3a_62_1","ag3a_62_2","ag3a_63","ag3a_64","ag3a_65_1","ag3a_65_2","ag3a_65a","ag3a_65b_1","ag3a_65b_2","ag3a_65c","ag3a_65d","ag3a_65e_1","ag3a_65e_2","ag3a_66","ag3a_67_1","ag3a_67_2","ag3a_67_3","ag3a_67_4","ag3a_68","ag3a_69","ag3a_70_1","ag3a_70_2","ag3a_71_1","ag3a_71_2","ag3a_71a","ag3a_71b","ag3a_72a","ag3a_72b_1","ag3a_72b_2","ag3a_72b_3","ag3a_72b_4","ag3a_72b_5","ag3a_72b_6","ag3a_72b_7","ag3a_72b_8","ag3a_72b_9","ag3a_72b_10","ag3a_72c_1","ag3a_72c_2","ag3a_72c_3","ag3a_72c_4","ag3a_72c_5","ag3a_72c_6","ag3a_72c_7","ag3a_72c_8","ag3a_72c_9","ag3a_72c_10","ag3a_72d_1","ag3a_72d_2","ag3a_72d_3","ag3a_72d_4","ag3a_72d_5","ag3a_72d_6","ag3a_72d_7","ag3a_72d_8","ag3a_72d_9","ag3a_72d_10","ag3a_72e","ag3a_72f_1","ag3a_72f_2","ag3a_72f_3","ag3a_72f_4","ag3a_72f_5","ag3a_72f_6","ag3a_72f_7","ag3a_72f_8","ag3a_72f_9","ag3a_72f_10","ag3a_72g_1","ag3a_72g_2","ag3a_72g_3","ag3a_72g_4","ag3a_72g_5","ag3a_72g_6","ag3a_72g_7","ag3a_72g_8","ag3a_72g_9","ag3a_72g_10","ag3a_72h_1","ag3a_72h_2","ag3a_72h_3","ag3a_72h_4","ag3a_72h_5","ag3a_72h_6","ag3a_72h_7","ag3a_72h_8","ag3a_72h_9","ag3a_72h_10","ag3a_72i","ag3a_72j_1","ag3a_72j_2","ag3a_72j_3","ag3a_72j_4","ag3a_72j_5","ag3a_72j_6","ag3a_72j_7","ag3a_72j_8","ag3a_72j_9","ag3a_72j_10","ag3a_72k_1","ag3a_72k_2","ag3a_72k_3","ag3a_72k_4","ag3a_72k_5","ag3a_72k_6","ag3a_72k_7","ag3a_72k_8","ag3a_72k_9","ag3a_72k_10","ag3a_72l_1","ag3a_72l_2","ag3a_72l_3","ag3a_72l_4","ag3a_72l_5","ag3a_72l_6","ag3a_72l_7","ag3a_72l_8","ag3a_72l_9","ag3a_72l_10","ag3a_73","ag3a_74_1a","ag3a_74_1b","ag3a_74_1c","ag3a_74_1d","ag3a_74_2a","ag3a_74_2b","ag3a_74_2c","ag3a_74_2d","ag3a_74_3a","ag3a_74_3b","ag3a_74_3c","ag3a_74_3d","ag3a_75","ag3a_76","ag3a_77","ag3a_78","ag3a_79","ag3a_80","ag3a_81","ag3a_82","ag3a_83","ag3a_84","ag3a_85"
"96-74-35-59","8643-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","M1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"96-74-35-59","8643-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","M2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"96-74-35-59","8643-001-01",3,"**CONFIDENTIAL**","**CONFIDENTIAL**","M3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"96-74-35-59","8643-001-01",4,"**CONFIDENTIAL**","**CONFIDENTIAL**",,0,0.5,1.5,1,,21,1,0,1,,,,,1,0,1,,,,,2,2,2,2,,2,,,2,2,,,,0,,1500000,5,,,,3,1,2,8,1,2,1,1,2,2,,,,,,,,,,,2015,2,1,1,2,,,,,,,2,,,,,,,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,,,,,2,2,1,1,2,,,,,,,,,7,7,,,,,,,,,3,3,,,,,,,,,1,1,2,,,,,,,,,7,7,,,,,,,,,3,3,,,,,,,,,1,1,2,,,,,,,,,10,10,,,,,,,,,2,2,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,2,,1,,3
"47-32-36-26","8645-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","M1",2,1,5,1,,11,1,0,1,2,,,,1,0,1,2,,,,3,1,2,2,,2,,,1,2,,,,0,,1500000,4,,,,,,,4,,,,,,,,,,,,,1,1,1,2,,,1,1,2,,,,,,,2,,,,,,,,,,,,,2,,,,,,,1,1,2,32000,3,16,2,2,,,,,,,,,,,1,1,1,1,2,3,4,7,8,,,,,10,10,10,10,5,5,,,,,12,12,10,10,12,7,,,,,1,1,2,3,4,7,13,,,,,7,7,7,5,3,7,,,,,12,12,12,12,12,12,,,,,1,1,2,3,4,7,8,13,,,,6,6,3,6,2,3,6,,,,12,12,12,12,12,7,12,,,,1,9,0,0,70000,20,0,0,40000,0,0,0,0,2,,,,,,2,,1,,3
"47-32-36-26","8645-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","M2",8,0,11,1,,12,1,0,1,2,,,,1,0,1,2,,,,3,1,2,2,,2,,,1,2,,,,2006,4,3000000,4,,,,,,,5,,,,,,,,,,,,,1,1,1,2,,,1,1,2,,,,,,,2,,,,,,,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,,,,,2,1,1,1,2,13,,,,,,,,10,10,6,,,,,,,,12,12,10,,,,,,,,1,1,2,3,4,13,,,,,,7,7,7,5,7,,,,,,12,12,12,12,12,,,,,,1,1,2,3,7,8,13,,,,,8,7,7,5,5,7,,,,,12,12,12,12,6,12,,,,,1,12,0,0,60000,0,0,0,0,0,0,0,0,2,,,,,,2,,1,,3
"47-32-36-26","8645-001-01",3,"**CONFIDENTIAL**","**CONFIDENTIAL**","M3",0,0,0,1,,11,1,0,1,2,,,,1,0,1,2,,,,2,2,2,2,,2,,,2,2,,,,0,,6000000,5,,,,2,,,5,1,2,1,1,2,2,,,,,,,,,,,1993,2,2,1,2,,,,,,,2,,,,,,,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,,,,,2,2,1,1,2,3,,,,,,,,1,1,1,,,,,,,,3,2,1,,,,,,,,1,1,2,3,,,,,,,,1,1,1,,,,,,,,2,3,1,,,,,,,,1,1,,,,,,,,,,1,,,,,,,,,,0,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,2,,1,,3
"25-11-93-88","8658-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","M1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"25-11-93-88","8658-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",,0,0.5,1.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1000000,5,,,,3,1,1,8,1,,1,1,,2,,,,,,,,,,,2006,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,1,,3
"00-64-44-95","8659-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","M1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"00-64-44-95","8659-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","M2",0,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,120000,1,,,,3,2,,8,1,2,2,,,,,,,,,,,,,,1995,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,1,,3
"42-73-55-33","8660-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",,0,0.5,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1200000,5,,,,3,1,1,8,3,,1,3,,2,,,,,,,,,,,2008,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,1,,3
"53-95-88-36","8661-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",,0,0,2,1,,32,1,0,1,2,,,,1,0,1,2,,,,2,1,2,2,,2,,,1,2,,,,0,,2000000,5,,,,3,1,1,4,1,2,1,1,2,2,,,,,,,,,,,2018,2,1,1,2,,,,,,,2,,,,,,,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,,,,,2,2,1,1,2,,,,,,,,,3,1,,,,,,,,,12,3,,,,,,,,,1,1,,,,,,,,,,2,,,,,,,,,,8,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,2,,1,,5
"53-95-88-36","8661-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",,1,0.5,2,1,,41,1,0,1,2,,,,1,0,1,2,,,,2,1,2,2,,2,,,1,2,,,,0,,750000,7,,,,,,,8,,,,,,,,,70000,7,1,1,3,1,1,2,,,1,1,2,,,,,,,2,,,,,,,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,,,,,2,1,1,1,2,,,,,,,,,2,2,,,,,,,,,12,12,,,,,,,,,1,1,2,,,,,,,,,4,4,,,,,,,,,7,7,,,,,,,,,1,1,2,,,,,,,,,2,2,,,,,,,,,14,14,,,,,,,,,1,0,0,0,0,2,0,0,15000,3,3,0,18000,2,,,,,,2,,2,6,
"53-95-88-36","8661-001-01",3,"**CONFIDENTIAL**","**CONFIDENTIAL**",,30,0,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2400000,5,,,,3,1,1,4,1,2,1,1,2,2,,,,,,,,,,,2019,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,1,,3
"96-78-19-13","8662-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","M1",2,3,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3000000,5,,,,1,,,1,1,2,1,1,2,2,,,,,,,,,,,2011,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,1,,3
"96-78-19-13","8662-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",,0,0,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,50000,5,,,,1,,,1,1,2,1,1,2,2,,,,,,,,,,,2018,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,1,,3
"82-11-20-66","8663-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",,10,6,14,1,,11,1,0,6,,,,,1,0,6,,,,,3,1,2,2,,2,,,1,2,,,,0,,600000,7,,,,,,,8,,,,,,,,,100000,1,2,1,3,1,6,,,,2,1,2,,,,,,,2,,,,,,,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,,,,,2,1,1,3,6,,,,,,,,,2,6,,,,,,,,,6,6,,,,,,,,,1,3,6,,,,,,,,,6,10,,,,,,,,,6,6,,,,,,,,,1,3,6,,,,,,,,,1,4,,,,,,,,,5,5,,,,,,,,,1,0,0,0,0,6,0,0,25000,0,0,0,0,2,,,,,,2,,2,3,
"84-53-24-86","8676-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","M1",0,0,10,1,,11,1,0,1,,,,,1,0,1,2,,,,2,2,2,1,2,2,,,3,2,,,,0,,1200000,1,,,,3,1,1,8,1,2,1,1,2,2,,,,,,,,,,,2000,2,1,1,1,560,2,,,,,2,,,,,,,,,,,,,2,,,,,,,1,100,3,6000,3,16,3,2,,,,,,,,,,,2,1,1,1,2,5,6,7,9,,,,,3,5,3,3,2,5,,,,,8,6,8,6,3,6,,,,,1,1,2,5,6,9,,,,,,4,4,4,2,4,,,,,,6,6,6,6,6,,,,,,1,1,2,5,6,9,,,,,,5,7,7,3,7,,,,,,7,6,6,6,6,,,,,,2,,,,,,,,,,,,,2,,,,,,2,,1,,3
"84-53-24-86","8676-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","M2",3,3,15,2,200000,,,,,,,,,,,,,,,,3,1,2,2,,2,,,3,2,,,,0,,2000000,1,,,,3,1,1,8,1,2,1,1,2,2,,,,,,,,,,,2008,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,1,,3
"84-53-24-86","8676-001-01",3,"**CONFIDENTIAL**","**CONFIDENTIAL**","M3",5,5,20,1,,26,1,0,1,2,,,,1,0,1,2,,,,3,2,2,2,,2,,,3,2,,,,0,,1000000,5,,,,3,1,1,1,1,2,1,1,2,2,,,,,,,,,,,2002,2,1,1,1,500,2,,,,,2,,,,,,,,,,,,,1,1,2,13000,3,16,2,2,,,,,,,2,,,,,,,,,,,2,1,1,1,2,5,6,9,,,,,,8,8,5,4,8,,,,,,6,6,6,6,6,,,,,,1,1,2,5,6,9,,,,,,20,20,12,10,20,,,,,,6,6,6,6,6,,,,,,1,1,2,5,6,9,,,,,,3,3,5,3,1,,,,,,6,10,6,6,6,,,,,,1,0,0,0,0,0,0,0,0,4,0,0,12000,2,,,,,,2,,1,,3
"39-42-04-74","8676-001-04",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",,3,3,4,1,,11,1,0,1,2,,,,1,0,1,2,,,,2,2,2,1,2,2,,,1,2,,,,0,,1500000,7,,,,,,,8,,,,,,,,,150000,1,2,1,1,1,1,2,,,2,1,1,480,2,,,,,2,,,,,,,,,,,,,2,,,,,,,1,500,3,18000,3,16,1,2,,,,,,,,,,,2,1,1,1,2,,,,,,,,,18,14,,,,,,,,,6,5,,,,,,,,,1,1,2,,,,,,,,,11,10,,,,,,,,,6,6,,,,,,,,,1,1,2,,,,,,,,,7,7,,,,,,,,,5,5,,,,,,,,,1,3,0,0,10000,0,2,0,6000,0,3,0,12000,2,,,,,,2,,1,,3
"39-42-04-74","8676-001-04",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",,4,4,6,1,,26,1,0,1,2,,,,1,0,1,2,,,,2,1,2,2,,2,,,1,1,4,2,1,0,,150000,7,,,,,,,8,,,,,,,,,50000,1,2,1,2,1,1,2,,,2,1,1,120,2,,,,,2,,,,,,,,,,,,,1,250,3,12000,3,16,1,1,3,2,75000,3,16,1,2,,,,,,,,,,,2,1,1,1,2,,,,,,,,,6,6,,,,,,,,,6,6,,,,,,,,,1,1,2,,,,,,,,,12,12,,,,,,,,,5,5,,,,,,,,,1,1,2,,,,,,,,,2,2,,,,,,,,,5,5,,,,,,,,,1,6,6,0,15000,12,16,0,32000,0,6,0,18000,2,,,,,,2,,1,,3
"59-41-71-26","8677-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","M1",0,0.5,5,1,,11,1,0,1,2,,,,1,0,1,2,,,,1,3,2,2,,2,,,1,2,,,,0,,500000,5,,,,3,1,1,8,1,,1,1,,2,,,,,,,,,,,2015,2,1,1,1,300,2,,,,,1,1,10,20000,1,16,1,2,,,,,,2,,,,,,,1,500,3,15000,1,16,1,2,,,,,,,,,,,2,1,1,1,2,,,,,,,,,1,1,,,,,,,,,8,8,,,,,,,,,1,1,2,,,,,,,,,2,2,,,,,,,,,8,8,,,,,,,,,1,1,2,,,,,,,,,2,2,,,,,,,,,10,10,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,2,,1,,3
"59-41-71-26","8677-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","M2",2,0.25,6,1,,41,1,0,1,2,,,,1,0,1,2,,,,1,2,2,1,2,2,,,1,2,,,,0,,500000,3,,,,,,,8,,,,,,,,,0,,,1,1,1,1,,,,1,1,2,,,,,,,2,,,,,,,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,,,,,2,1,1,1,2,,,,,,,,,1,1,,,,,,,,,4,4,,,,,,,,,1,1,2,,,,,,,,,2,2,,,,,,,,,10,10,,,,,,,,,1,1,2,,,,,,,,,2,2,,,,,,,,,8,8,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,2,,1,,3
"59-41-71-26","8677-001-01",3,"**CONFIDENTIAL**","**CONFIDENTIAL**","M3",2,0.5,6,1,,11,1,0,1,2,,,,1,0,1,2,,,,2,2,2,1,2,1,1,,1,2,,,,0,,300000,3,,,,,,,8,,,,,,,,,0,,,1,1,1,1,,,,1,1,2,,,,,,,1,1,10,20000,1,16,1,2,,,,,,2,,,,,,,1,500,3,15000,1,16,1,2,,,,,,,,,,,2,1,1,1,2,,,,,,,,,1,1,,,,,,,,,5,5,,,,,,,,,1,1,2,,,,,,,,,1,1,,,,,,,,,5,5,,,,,,,,,1,1,2,,,,,,,,,1,1,,,,,,,,,5,5,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,2,,1,,3
"59-41-71-26","8677-001-01",4,"**CONFIDENTIAL**","**CONFIDENTIAL**","M4",2,0.5,6,1,,41,1,0,1,,,,,1,0,1,,,,,2,2,2,1,2,1,7,,1,2,,,,0,,500000,3,,,,,,,8,,,,,,,,,0,,,1,1,1,1,,,,1,1,2,,,,,,,2,,,,,,,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,,,,,2,1,1,1,2,,,,,,,,,2,2,,,,,,,,,8,8,,,,,,,,,1,1,2,,,,,,,,,4,4,,,,,,,,,16,16,,,,,,,,,1,1,2,,,,,,,,,2,2,,,,,,,,,10,10,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,2,,1,,3
"47-60-56-32","8678-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","M1",0,2,10,1,,21,1,0,1,2,,,,1,0,1,2,,,,1,2,2,2,,2,,,1,2,,,,0,,2000000,5,,,,3,2,,8,1,2,1,1,2,2,,,,,,,,,,,2019,2,1,1,2,,,,,,,2,,,,,,,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,,,,,2,1,1,1,2,,,,,,,,,7,7,,,,,,,,,7,7,,,,,,,,,1,1,2,,,,,,,,,14,14,,,,,,,,,7,7,,,,,,,,,1,1,2,,,,,,,,,7,7,,,,,,,,,6,6,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,2,,1,,3
"47-60-56-32","8678-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","M2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"47-60-56-32","8678-001-01",3,"**CONFIDENTIAL**","**CONFIDENTIAL**",,1,2,11,1,,11,1,0,1,2,,,,1,0,1,2,,,,1,2,2,1,2,2,,,1,2,,,,0,,1000000,2,,,,3,2,,8,1,,2,,,,,,,,,,,,,,2013,1,2,1,2,,,,,,,1,2,5,7500,1,16,1,1,1,5,7500,16,1,2,,,,,,,2,,,,,,,2,,,,,,,,,,,2,1,1,1,2,,,,,,,,,2,2,,,,,,,,,6,6,,,,,,,,,1,1,2,,,,,,,,,4,4,,,,,,,,,6,6,,,,,,,,,1,1,2,,,,,,,,,3,3,,,,,,,,,5,5,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,2,,1,,3
"52-70-21-46","8679-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","M1",0,0,15,1,,41,1,0,1,,,,,1,0,1,,,,,2,2,2,2,,2,,,2,2,,,,0,,500000,2,,,,3,1,2,8,1,,2,,,,,,,,,,,,,,2012,1,1,1,2,,,,,,,2,,,,,,,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,,,,,2,1,1,1,,,,,,,,,,3,,,,,,,,,,12,,,,,,,,,,1,1,,,,,,,,,,4,,,,,,,,,,7,,,,,,,,,,1,1,,,,,,,,,,4,,,,,,,,,,8,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,2,,1,,3
"19-45-92-40","8680-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","M1",0,3,6,1,,11,1,0,1,2,,,,1,0,1,2,,,,2,2,2,2,,2,,,3,2,,,,0,,600000,5,,,,3,1,1,8,1,2,1,1,2,2,,,,,,,,,,,2011,2,1,1,1,480,1,480,50000,2,1,1,4,7,10500,4,16,1,2,,,,,,2,,,,,,,1,200,3,10000,4,16,1,2,,,,,,,,,,,2,1,1,1,2,3,,,,,,,,6,5,5,,,,,,,,6,6,6,,,,,,,,1,1,2,3,,,,,,,,8,7,7,,,,,,,,6,6,6,,,,,,,,1,2,3,,,,,,,,,6,3,,,,,,,,,5,5,,,,,,,,,1,0,0,0,0,0,0,0,0,0,3,0,10000,2,,,,,,2,,1,,3
"19-45-92-40","8680-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","M2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"52-85-20-83","8681-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","M1",0,0,2,1,,13,1,0,2,,,,,1,0,2,,,,,1,3,2,2,,2,,,2,2,,,,0,,700000,2,,,,3,2,,8,1,,2,,,,,,,,,,,,,,2013,2,1,1,2,,,,,,,2,,,,,,,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,,,,,2,1,1,2,,,,,,,,,,3,,,,,,,,,,3,,,,,,,,,,1,2,,,,,,,,,,18,,,,,,,,,,2,,,,,,,,,,1,2,,,,,,,,,,2,,,,,,,,,,3,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,2,,1,,3
"52-85-20-83","8681-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","M2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"52-85-20-83","8681-001-01",3,"**CONFIDENTIAL**","**CONFIDENTIAL**","M3",1,1,3,1,,11,1,0,1,,,,,1,0,1,,,,,2,1,2,2,,2,,,3,2,,,,0,,400000,2,,,,3,2,,8,1,,2,,,,,,,,,,,,,,2012,2,2,1,1,120,2,,,,,2,,,,,,,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,,,,,2,1,1,2,,,,,,,,,,2,,,,,,,,,,2,,,,,,,,,,1,2,,,,,,,,,,3,,,,,,,,,,2,,,,,,,,,,1,2,,,,,,,,,,2,,,,,,,,,,2,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,2,,1,,3
