"interview__key","y5_hhid","productid","lf08_01","lf08_02","lf08_03_1","lf08_03_2","lf08_04","lf08_05_1","lf08_05_2","lf08_06","lf08_07_a","lf08_07_c","lf08_08_1","lf08_08_2"
"48-17-80-36","8550-001-01",2,2,,,,,,,,,,,
"48-17-80-36","8550-001-01",3,2,,,,,,,,,,,
"04-99-32-54","8562-001-01",1,1,8,16,2,2,,,,,,,
"04-99-32-54","8562-001-01",2,2,,,,,,,,,,,
"04-99-32-54","8562-001-01",3,2,,,,,,,,,,,
"12-78-14-36","8563-001-01",1,1,12,24,3,2,,,,,,,
"12-78-14-36","8563-001-01",2,2,,,,,,,,,,,
"12-78-14-36","8563-001-01",3,2,,,,,,,,,,,
"20-52-90-34","8563-001-03",1,1,7,40,3,1,50,3,45000,16,1,7,
"20-52-90-34","8563-001-03",2,2,,,,,,,,,,,
"20-52-90-34","8563-001-03",3,2,,,,,,,,,,,
"43-27-31-92","8564-001-01",1,2,,,,,,,,,,,
"43-27-31-92","8564-001-01",2,2,,,,,,,,,,,
"43-27-31-92","8564-001-01",3,2,,,,,,,,,,,
"05-71-43-29","8564-001-03",1,1,5,28,3,2,,,,,,,
"05-71-43-29","8564-001-03",2,2,,,,,,,,,,,
"05-71-43-29","8564-001-03",3,2,,,,,,,,,,,
"15-30-75-48","8565-001-01",1,1,5,19,3,1,40,3,20000,2,1,1,2
"15-30-75-48","8565-001-01",2,1,1,40,1,2,,,,,,,
"15-30-75-48","8565-001-01",3,2,,,,,,,,,,,
"36-90-11-83","8566-001-01",1,2,,,,,,,,,,,
"36-90-11-83","8566-001-01",2,2,,,,,,,,,,,
"36-90-11-83","8566-001-01",3,2,,,,,,,,,,,
"14-83-05-92","8567-001-01",1,1,12,30,3,2,,,,,,,
"14-83-05-92","8567-001-01",2,2,,,,,,,,,,,
"14-83-05-92","8567-001-01",3,2,,,,,,,,,,,
"21-36-20-58","8568-001-01",1,1,4,20,3,2,,,,,,,
"21-36-20-58","8568-001-01",2,2,,,,,,,,,,,
"21-36-20-58","8568-001-01",3,2,,,,,,,,,,,
"14-04-95-34","8568-001-04",1,1,3,30,3,2,,,,,,,
"14-04-95-34","8568-001-04",2,2,,,,,,,,,,,
"14-04-95-34","8568-001-04",3,2,,,,,,,,,,,
"58-20-44-20","8569-001-01",1,1,6,15,3,2,,,,,,,
"58-20-44-20","8569-001-01",2,2,,,,,,,,,,,
"58-20-44-20","8569-001-01",3,2,,,,,,,,,,,
"13-83-16-71","8581-001-01",1,2,,,,,,,,,,,
"13-83-16-71","8581-001-01",2,2,,,,,,,,,,,
"13-83-16-71","8581-001-01",3,2,,,,,,,,,,,
"21-15-18-01","8582-001-01",1,1,6,16,3,2,,,,,,,
"21-15-18-01","8582-001-01",2,2,,,,,,,,,,,
"21-15-18-01","8582-001-01",3,2,,,,,,,,,,,
"89-31-46-38","8583-001-01",1,1,12,32,3,2,,,,,,,
"89-31-46-38","8583-001-01",2,2,,,,,,,,,,,
"89-31-46-38","8583-001-01",3,2,,,,,,,,,,,
"12-20-11-44","8583-001-06",1,1,3,19,3,2,,,,,,,
"12-20-11-44","8583-001-06",2,2,,,,,,,,,,,
"12-20-11-44","8583-001-06",3,2,,,,,,,,,,,
"44-18-35-44","8584-001-01",1,2,,,,,,,,,,,
"44-18-35-44","8584-001-01",2,2,,,,,,,,,,,
"44-18-35-44","8584-001-01",3,2,,,,,,,,,,,
"56-78-65-41","8585-001-02",1,,,,,,,,,,,,
"56-78-65-41","8585-001-02",2,,,,,,,,,,,,
"56-78-65-41","8585-001-02",3,,,,,,,,,,,,
"31-45-10-20","8586-001-01",1,1,4,35,3,2,,,,,,,
"31-45-10-20","8586-001-01",2,2,,,,,,,,,,,
"31-45-10-20","8586-001-01",3,2,,,,,,,,,,,
"10-00-82-23","8587-001-01",1,1,2,13,3,2,,,,,,,
"10-00-82-23","8587-001-01",2,2,,,,,,,,,,,
"10-00-82-23","8587-001-01",3,2,,,,,,,,,,,
"51-99-70-75","8587-001-03",1,,,,,,,,,,,,
"51-99-70-75","8587-001-03",2,,,,,,,,,,,,
"51-99-70-75","8587-001-03",3,,,,,,,,,,,,
"19-79-62-77","8588-001-01",1,1,7,18,3,2,,,,,,,
"19-79-62-77","8588-001-01",2,2,,,,,,,,,,,
"19-79-62-77","8588-001-01",3,2,,,,,,,,,,,
"07-65-64-29","8588-001-04",1,1,6,16,3,2,,,,,,,
"07-65-64-29","8588-001-04",2,2,,,,,,,,,,,
"07-65-64-29","8588-001-04",3,2,,,,,,,,,,,
"90-79-79-12","8588-001-05",1,1,8,22,3,2,,,,,,,
"90-79-79-12","8588-001-05",2,2,,,,,,,,,,,
"90-79-79-12","8588-001-05",3,2,,,,,,,,,,,
"65-92-56-84","8600-001-01",1,2,,,,,,,,,,,
"65-92-56-84","8600-001-01",2,2,,,,,,,,,,,
"65-92-56-84","8600-001-01",3,2,,,,,,,,,,,
"50-42-79-33","8601-001-01",1,1,3,39,3,2,,,,,,,
"50-42-79-33","8601-001-01",2,2,,,,,,,,,,,
"50-42-79-33","8601-001-01",3,2,,,,,,,,,,,
"81-82-81-40","8602-001-01",1,2,,,,,,,,,,,
"81-82-81-40","8602-001-01",2,2,,,,,,,,,,,
"81-82-81-40","8602-001-01",3,2,,,,,,,,,,,
"76-45-13-39","8603-001-01",1,2,,,,,,,,,,,
"76-45-13-39","8603-001-01",2,2,,,,,,,,,,,
"76-45-13-39","8603-001-01",3,2,,,,,,,,,,,
"21-64-89-72","8604-001-01",1,,,,,,,,,,,,
"21-64-89-72","8604-001-01",2,,,,,,,,,,,,
"21-64-89-72","8604-001-01",3,,,,,,,,,,,,
"43-07-29-43","8604-001-02",1,,,,,,,,,,,,
"43-07-29-43","8604-001-02",2,,,,,,,,,,,,
"43-07-29-43","8604-001-02",3,,,,,,,,,,,,
"34-56-13-13","8605-001-01",1,1,5,65,3,2,,,,,,,
"34-56-13-13","8605-001-01",2,2,,,,,,,,,,,
"34-56-13-13","8605-001-01",3,2,,,,,,,,,,,
"17-58-40-80","8605-001-04",1,1,1,12,3,2,,,,,,,
"17-58-40-80","8605-001-04",2,2,,,,,,,,,,,
"17-58-40-80","8605-001-04",3,2,,,,,,,,,,,
"51-49-02-05","8605-001-05",1,1,3,18,3,2,,,,,,,
"51-49-02-05","8605-001-05",2,2,,,,,,,,,,,
"51-49-02-05","8605-001-05",3,2,,,,,,,,,,,
"19-13-41-69","8605-001-08",1,1,4,13,3,2,,,,,,,
"19-13-41-69","8605-001-08",2,2,,,,,,,,,,,
"19-13-41-69","8605-001-08",3,2,,,,,,,,,,,
"17-73-62-43","8606-001-01",1,,,,,,,,,,,,
"17-73-62-43","8606-001-01",2,,,,,,,,,,,,
"17-73-62-43","8606-001-01",3,,,,,,,,,,,,
"00-17-41-58","8606-001-02",1,2,,,,,,,,,,,
"00-17-41-58","8606-001-02",2,2,,,,,,,,,,,
"00-17-41-58","8606-001-02",3,2,,,,,,,,,,,
"47-61-91-39","8607-001-02",1,1,1,12,3,2,,,,,,,
"47-61-91-39","8607-001-02",2,2,,,,,,,,,,,
"47-61-91-39","8607-001-02",3,2,,,,,,,,,,,
"05-98-11-04","8607-001-03",1,1,4,10,3,2,,,,,,,
"05-98-11-04","8607-001-03",2,2,,,,,,,,,,,
"05-98-11-04","8607-001-03",3,2,,,,,,,,,,,
"63-99-77-01","8619-001-01",1,1,3,65,3,2,,,,,,,
"63-99-77-01","8619-001-01",2,2,,,,,,,,,,,
"63-99-77-01","8619-001-01",3,2,,,,,,,,,,,
"15-79-59-14","8619-001-03",1,,,,,,,,,,,,
"15-79-59-14","8619-001-03",2,,,,,,,,,,,,
"15-79-59-14","8619-001-03",3,,,,,,,,,,,,
"59-52-94-99","8619-001-04",1,1,6,540,3,1,300,3,60000,2,1,1,2
"59-52-94-99","8619-001-04",2,2,,,,,,,,,,,
"59-52-94-99","8619-001-04",3,2,,,,,,,,,,,
"89-75-88-66","8619-001-05",1,,,,,,,,,,,,
"89-75-88-66","8619-001-05",2,,,,,,,,,,,,
"89-75-88-66","8619-001-05",3,,,,,,,,,,,,
"49-35-44-55","8620-001-01",1,1,3,30,3,2,,,,,,,
"49-35-44-55","8620-001-01",2,2,,,,,,,,,,,
"49-35-44-55","8620-001-01",3,2,,,,,,,,,,,
"85-03-82-61","8621-001-01",1,2,,,,,,,,,,,
"85-03-82-61","8621-001-01",2,2,,,,,,,,,,,
"85-03-82-61","8621-001-01",3,2,,,,,,,,,,,
"29-77-83-85","8622-001-01",1,1,6,30,3,1,180,3,360000,16,1,2,
"29-77-83-85","8622-001-01",2,2,,,,,,,,,,,
"29-77-83-85","8622-001-01",3,2,,,,,,,,,,,
"06-60-54-05","8622-001-03",1,,,,,,,,,,,,
"06-60-54-05","8622-001-03",2,,,,,,,,,,,,
"06-60-54-05","8622-001-03",3,,,,,,,,,,,,
"67-14-14-23","8623-001-01",1,1,5,45,3,2,,,,,,,
"67-14-14-23","8623-001-01",2,2,,,,,,,,,,,
"67-14-14-23","8623-001-01",3,2,,,,,,,,,,,
"13-28-97-97","8624-001-01",1,1,4,10,3,2,,,,,,,
"13-28-97-97","8624-001-01",2,2,,,,,,,,,,,
"13-28-97-97","8624-001-01",3,2,,,,,,,,,,,
"31-53-35-28","8624-001-03",1,1,1,15,3,2,,,,,,,
"31-53-35-28","8624-001-03",2,2,,,,,,,,,,,
"31-53-35-28","8624-001-03",3,2,,,,,,,,,,,
"05-78-30-28","8624-001-08",1,1,4,12,3,2,,,,,,,
"05-78-30-28","8624-001-08",2,2,,,,,,,,,,,
"05-78-30-28","8624-001-08",3,2,,,,,,,,,,,
"12-57-12-21","8625-001-01",1,1,3,27,3,2,,,,,,,
"12-57-12-21","8625-001-01",2,2,,,,,,,,,,,
"12-57-12-21","8625-001-01",3,2,,,,,,,,,,,
"28-14-20-59","8625-001-02",1,1,1,9,3,2,,,,,,,
"28-14-20-59","8625-001-02",2,2,,,,,,,,,,,
"28-14-20-59","8625-001-02",3,2,,,,,,,,,,,
"00-75-91-88","8626-001-01",1,1,4,120,3,2,,,,,,,
"00-75-91-88","8626-001-01",2,2,,,,,,,,,,,
"00-75-91-88","8626-001-01",3,2,,,,,,,,,,,
"75-32-94-56","8638-001-02",1,1,4,12,3,2,,,,,,,
"75-32-94-56","8638-001-02",2,2,,,,,,,,,,,
"75-32-94-56","8638-001-02",3,2,,,,,,,,,,,
"32-13-54-73","8639-001-01",1,,,,,,,,,,,,
"32-13-54-73","8639-001-01",2,,,,,,,,,,,,
"32-13-54-73","8639-001-01",3,,,,,,,,,,,,
"89-32-99-26","8639-001-02",1,1,1,13,3,2,,,,,,,
"89-32-99-26","8639-001-02",2,2,,,,,,,,,,,
"89-32-99-26","8639-001-02",3,2,,,,,,,,,,,
"83-24-75-15","8640-001-01",1,,,,,,,,,,,,
"83-24-75-15","8640-001-01",2,,,,,,,,,,,,
"83-24-75-15","8640-001-01",3,,,,,,,,,,,,
"30-62-35-36","8641-001-01",1,1,6,450,3,1,450,3,180000,16,1,1,
"30-62-35-36","8641-001-01",2,2,,,,,,,,,,,
"30-62-35-36","8641-001-01",3,2,,,,,,,,,,,
"24-53-57-77","8641-001-05",1,,,,,,,,,,,,
"24-53-57-77","8641-001-05",2,,,,,,,,,,,,
"24-53-57-77","8641-001-05",3,,,,,,,,,,,,
"26-59-64-84","8641-001-06",1,,,,,,,,,,,,
"26-59-64-84","8641-001-06",2,,,,,,,,,,,,
"26-59-64-84","8641-001-06",3,,,,,,,,,,,,
"03-57-87-43","8642-001-01",1,1,6,24,3,2,,,,,,,
"03-57-87-43","8642-001-01",2,2,,,,,,,,,,,
"03-57-87-43","8642-001-01",3,2,,,,,,,,,,,
"96-74-35-59","8643-001-01",1,2,,,,,,,,,,,
"96-74-35-59","8643-001-01",2,2,,,,,,,,,,,
"96-74-35-59","8643-001-01",3,2,,,,,,,,,,,
"47-32-36-26","8645-001-01",1,1,3,60,3,2,,,,,,,
"47-32-36-26","8645-001-01",2,2,,,,,,,,,,,
"47-32-36-26","8645-001-01",3,2,,,,,,,,,,,
"62-77-44-60","8657-001-01",1,1,2,40,3,2,,,,,,,
"62-77-44-60","8657-001-01",2,2,,,,,,,,,,,
"62-77-44-60","8657-001-01",3,2,,,,,,,,,,,
"25-11-93-88","8658-001-01",1,,,,,,,,,,,,
"25-11-93-88","8658-001-01",2,,,,,,,,,,,,
"25-11-93-88","8658-001-01",3,,,,,,,,,,,,
"00-64-44-95","8659-001-01",1,,,,,,,,,,,,
"00-64-44-95","8659-001-01",2,,,,,,,,,,,,
"00-64-44-95","8659-001-01",3,,,,,,,,,,,,
"42-73-55-33","8660-001-01",1,,,,,,,,,,,,
"42-73-55-33","8660-001-01",2,,,,,,,,,,,,
"42-73-55-33","8660-001-01",3,,,,,,,,,,,,
"53-95-88-36","8661-001-01",1,1,3,15,3,2,,,,,,,
"53-95-88-36","8661-001-01",2,2,,,,,,,,,,,
"53-95-88-36","8661-001-01",3,2,,,,,,,,,,,
"96-78-19-13","8662-001-01",1,,,,,,,,,,,,
"96-78-19-13","8662-001-01",2,,,,,,,,,,,,
"96-78-19-13","8662-001-01",3,,,,,,,,,,,,
"82-11-20-66","8663-001-01",1,1,1,5,3,2,,,,,,,
"82-11-20-66","8663-001-01",2,2,,,,,,,,,,,
"82-11-20-66","8663-001-01",3,2,,,,,,,,,,,
"84-53-24-86","8676-001-01",1,1,3,90,3,2,,,,,,,
"84-53-24-86","8676-001-01",2,2,,,,,,,,,,,
"84-53-24-86","8676-001-01",3,2,,,,,,,,,,,
"39-42-04-74","8676-001-04",1,2,,,,,,,,,,,
"39-42-04-74","8676-001-04",2,2,,,,,,,,,,,
"39-42-04-74","8676-001-04",3,2,,,,,,,,,,,
"59-41-71-26","8677-001-01",1,1,4,30,3,2,,,,,,,
"59-41-71-26","8677-001-01",2,1,2,1,1,2,,,,,,,
"59-41-71-26","8677-001-01",3,2,,,,,,,,,,,
"47-60-56-32","8678-001-01",1,1,4,10,2,2,,,,,,,
"47-60-56-32","8678-001-01",2,2,,,,,,,,,,,
"47-60-56-32","8678-001-01",3,2,,,,,,,,,,,
"52-70-21-46","8679-001-01",1,,,,,,,,,,,,
"52-70-21-46","8679-001-01",2,,,,,,,,,,,,
"52-70-21-46","8679-001-01",3,,,,,,,,,,,,
"19-45-92-40","8680-001-01",1,1,3,12,3,2,,,,,,,
"19-45-92-40","8680-001-01",2,1,2,1,1,2,,,,,,,
"19-45-92-40","8680-001-01",3,2,,,,,,,,,,,
"52-85-20-83","8681-001-01",1,2,,,,,,,,,,,
"52-85-20-83","8681-001-01",2,2,,,,,,,,,,,
"52-85-20-83","8681-001-01",3,2,,,,,,,,,,,
"13-10-08-06","8682-001-01",1,1,3,30,3,2,,,,,,,
"13-10-08-06","8682-001-01",2,2,,,,,,,,,,,
"13-10-08-06","8682-001-01",3,2,,,,,,,,,,,
"19-46-83-64","8683-001-01",1,1,4,28,3,2,,,,,,,
"19-46-83-64","8683-001-01",2,2,,,,,,,,,,,
"19-46-83-64","8683-001-01",3,2,,,,,,,,,,,
"45-36-82-58","8683-001-03",1,1,12,50,3,2,,,,,,,
"45-36-82-58","8683-001-03",2,2,,,,,,,,,,,
"45-36-82-58","8683-001-03",3,2,,,,,,,,,,,
"30-37-49-81","8695-001-01",1,2,,,,,,,,,,,
"30-37-49-81","8695-001-01",2,2,,,,,,,,,,,
"30-37-49-81","8695-001-01",3,2,,,,,,,,,,,
"75-20-85-85","8695-001-03",1,1,2,24,3,2,,,,,,,
"75-20-85-85","8695-001-03",2,2,,,,,,,,,,,
"75-20-85-85","8695-001-03",3,2,,,,,,,,,,,
"51-33-72-02","8695-001-08",1,1,6,18,3,2,,,,,,,
"51-33-72-02","8695-001-08",2,2,,,,,,,,,,,
"51-33-72-02","8695-001-08",3,2,,,,,,,,,,,
"04-61-10-68","8695-001-18",1,1,10,12,3,2,,,,,,,
"04-61-10-68","8695-001-18",2,2,,,,,,,,,,,
"04-61-10-68","8695-001-18",3,2,,,,,,,,,,,
"17-60-11-04","8696-001-01",1,1,6,32,3,2,,,,,,,
"17-60-11-04","8696-001-01",2,2,,,,,,,,,,,
"17-60-11-04","8696-001-01",3,2,,,,,,,,,,,
"81-34-52-53","8697-001-01",1,1,3,8,3,2,,,,,,,
"81-34-52-53","8697-001-01",2,2,,,,,,,,,,,
"81-34-52-53","8697-001-01",3,2,,,,,,,,,,,
"25-94-94-22","8698-001-01",1,1,4,15,3,2,,,,,,,
"25-94-94-22","8698-001-01",2,2,,,,,,,,,,,
"25-94-94-22","8698-001-01",3,2,,,,,,,,,,,
"22-97-15-54","8699-001-01",1,1,4,24,3,2,,,,,,,
"22-97-15-54","8699-001-01",2,2,,,,,,,,,,,
"22-97-15-54","8699-001-01",3,2,,,,,,,,,,,
"47-96-55-92","8699-001-03",1,2,,,,,,,,,,,
"47-96-55-92","8699-001-03",2,2,,,,,,,,,,,
"47-96-55-92","8699-001-03",3,2,,,,,,,,,,,
"88-32-17-24","8699-001-07",1,1,5,20,3,2,,,,,,,
"88-32-17-24","8699-001-07",2,2,,,,,,,,,,,
"88-32-17-24","8699-001-07",3,2,,,,,,,,,,,
"19-69-94-13","8699-001-08",1,1,10,40,3,2,,,,,,,
"19-69-94-13","8699-001-08",2,2,,,,,,,,,,,
"19-69-94-13","8699-001-08",3,2,,,,,,,,,,,
"34-08-91-55","8700-001-01",1,1,5,16,3,2,,,,,,,
"34-08-91-55","8700-001-01",2,2,,,,,,,,,,,
"34-08-91-55","8700-001-01",3,,,,,,,,,,,,
"57-28-48-52","8701-001-01",1,1,1,7,3,2,,,,,,,
"57-28-48-52","8701-001-01",2,2,,,,,,,,,,,
"57-28-48-52","8701-001-01",3,2,,,,,,,,,,,
"52-97-80-70","8702-001-01",1,1,5,15,3,2,,,,,,,
"52-97-80-70","8702-001-01",2,2,,,,,,,,,,,
"52-97-80-70","8702-001-01",3,2,,,,,,,,,,,
"20-21-94-26","8714-001-01",1,1,6,11,3,2,,,,,,,
"20-21-94-26","8714-001-01",2,2,,,,,,,,,,,
"20-21-94-26","8714-001-01",3,2,,,,,,,,,,,
"38-17-06-96","8715-001-01",1,1,2,30,3,2,,,,,,,
"38-17-06-96","8715-001-01",2,2,,,,,,,,,,,
"38-17-06-96","8715-001-01",3,2,,,,,,,,,,,
"05-37-61-29","8717-001-01",1,,,,,,,,,,,,
"05-37-61-29","8717-001-01",2,,,,,,,,,,,,
"05-37-61-29","8717-001-01",3,,,,,,,,,,,,
"64-74-01-69","8718-001-01",1,1,1,10,3,2,,,,,,,
"64-74-01-69","8718-001-01",2,2,,,,,,,,,,,
"64-74-01-69","8718-001-01",3,2,,,,,,,,,,,
"49-40-84-58","8722-001-01",1,1,5,15,3,2,,,,,,,
"49-40-84-58","8722-001-01",2,1,3,20,1,1,40,1,140000,4,1,1,
"49-40-84-58","8722-001-01",3,,,,,,,,,,,,
"83-36-25-60","8733-001-01",1,1,3,9,3,2,,,,,,,
"83-36-25-60","8733-001-01",2,2,,,,,,,,,,,
"83-36-25-60","8733-001-01",3,2,,,,,,,,,,,
"72-66-41-88","8733-001-03",1,,,,,,,,,,,,
"72-66-41-88","8733-001-03",2,,,,,,,,,,,,
"72-66-41-88","8733-001-03",3,,,,,,,,,,,,
"41-44-46-08","8735-001-01",1,1,3,30,3,2,,,,,,,
"41-44-46-08","8735-001-01",2,2,,,,,,,,,,,
"41-44-46-08","8735-001-01",3,2,,,,,,,,,,,
"66-41-27-04","8736-001-01",1,,,,,,,,,,,,
"66-41-27-04","8736-001-01",2,,,,,,,,,,,,
"66-41-27-04","8736-001-01",3,,,,,,,,,,,,
"85-70-89-57","8737-001-01",1,,,,,,,,,,,,
"85-70-89-57","8737-001-01",2,,,,,,,,,,,,
"85-70-89-57","8737-001-01",3,,,,,,,,,,,,
"88-15-22-55","8738-001-01",1,,,,,,,,,,,,
"88-15-22-55","8738-001-01",2,,,,,,,,,,,,
"88-15-22-55","8738-001-01",3,,,,,,,,,,,,
"82-64-61-50","8739-001-01",1,,,,,,,,,,,,
"82-64-61-50","8739-001-01",2,,,,,,,,,,,,
"82-64-61-50","8739-001-01",3,,,,,,,,,,,,
"67-42-91-35","8753-001-01",1,1,6,10,3,2,,,,,,,
"67-42-91-35","8753-001-01",2,2,,,,,,,,,,,
"67-42-91-35","8753-001-01",3,2,,,,,,,,,,,
"95-95-94-93","8754-001-01",1,1,4,26,3,2,,,,,,,
"95-95-94-93","8754-001-01",2,2,,,,,,,,,,,
"95-95-94-93","8754-001-01",3,2,,,,,,,,,,,
"02-79-84-96","8755-001-01",1,2,,,,,,,,,,,
"02-79-84-96","8755-001-01",2,2,,,,,,,,,,,
"02-79-84-96","8755-001-01",3,2,,,,,,,,,,,
"46-85-75-76","8756-001-02",1,1,3,14,3,2,,,,,,,
"46-85-75-76","8756-001-02",2,,,,,,,,,,,,
"46-85-75-76","8756-001-02",3,,,,,,,,,,,,
"88-49-28-09","8757-001-04",1,2,,,,,,,,,,,
"88-49-28-09","8757-001-04",2,2,,,,,,,,,,,
"88-49-28-09","8757-001-04",3,2,,,,,,,,,,,
"12-87-63-11","8758-001-01",1,1,8,80,3,1,640,3,128000,4,3,7,
"12-87-63-11","8758-001-01",2,2,,,,,,,,,,,
"12-87-63-11","8758-001-01",3,2,,,,,,,,,,,
"92-44-74-20","8758-001-05",1,1,10,12,3,2,,,,,,,
"92-44-74-20","8758-001-05",2,2,,,,,,,,,,,
"92-44-74-20","8758-001-05",3,2,,,,,,,,,,,
"54-52-22-56","8758-001-08",1,2,,,,,,,,,,,
"54-52-22-56","8758-001-08",2,2,,,,,,,,,,,
"54-52-22-56","8758-001-08",3,2,,,,,,,,,,,
"30-31-20-04","8758-001-10",1,1,4,20,3,2,,,,,,,
"30-31-20-04","8758-001-10",2,2,,,,,,,,,,,
"30-31-20-04","8758-001-10",3,2,,,,,,,,,,,
"10-52-36-65","8758-001-13",1,1,2,13,3,2,,,,,,,
"10-52-36-65","8758-001-13",2,,,,,,,,,,,,
"10-52-36-65","8758-001-13",3,,,,,,,,,,,,
"01-98-26-60","8759-001-01",1,2,,,,,,,,,,,
"01-98-26-60","8759-001-01",2,2,,,,,,,,,,,
"01-98-26-60","8759-001-01",3,2,,,,,,,,,,,
"19-54-84-67","8762-001-01",1,,,,,,,,,,,,
"19-54-84-67","8762-001-01",2,,,,,,,,,,,,
"19-54-84-67","8762-001-01",3,,,,,,,,,,,,
"53-85-90-39","8762-001-02",1,,,,,,,,,,,,
"53-85-90-39","8762-001-02",2,,,,,,,,,,,,
"53-85-90-39","8762-001-02",3,,,,,,,,,,,,
"74-88-09-72","8762-001-04",1,,,,,,,,,,,,
"74-88-09-72","8762-001-04",2,,,,,,,,,,,,
"74-88-09-72","8762-001-04",3,,,,,,,,,,,,
"44-98-29-55","8771-001-01",1,2,,,,,,,,,,,
"44-98-29-55","8771-001-01",2,2,,,,,,,,,,,
"44-98-29-55","8771-001-01",3,2,,,,,,,,,,,
"75-70-23-89","8771-001-02",1,,,,,,,,,,,,
"75-70-23-89","8771-001-02",2,,,,,,,,,,,,
"75-70-23-89","8771-001-02",3,,,,,,,,,,,,
"59-98-51-00","8772-001-01",1,,,,,,,,,,,,
"59-98-51-00","8772-001-01",2,,,,,,,,,,,,
"59-98-51-00","8772-001-01",3,,,,,,,,,,,,
"56-09-93-53","8773-001-01",1,,,,,,,,,,,,
"56-09-93-53","8773-001-01",2,,,,,,,,,,,,
"56-09-93-53","8773-001-01",3,,,,,,,,,,,,
"51-95-59-06","8774-001-01",1,1,3,15,3,2,,,,,,,
"51-95-59-06","8774-001-01",2,2,,,,,,,,,,,
"51-95-59-06","8774-001-01",3,2,,,,,,,,,,,
"85-86-06-24","8777-001-01",1,1,1,12,3,2,,,,,,,
"85-86-06-24","8777-001-01",2,2,,,,,,,,,,,
"85-86-06-24","8777-001-01",3,2,,,,,,,,,,,
"80-76-40-87","8778-001-01",1,,,,,,,,,,,,
"80-76-40-87","8778-001-01",2,,,,,,,,,,,,
"80-76-40-87","8778-001-01",3,,,,,,,,,,,,
"58-34-75-83","8778-001-02",1,1,4,12,3,2,,,,,,,
"58-34-75-83","8778-001-02",2,2,,,,,,,,,,,
"58-34-75-83","8778-001-02",3,2,,,,,,,,,,,
"98-49-57-14","8790-001-01",1,1,5,18,3,2,,,,,,,
"98-49-57-14","8790-001-01",2,2,,,,,,,,,,,
"98-49-57-14","8790-001-01",3,2,,,,,,,,,,,
"64-16-53-75","8791-001-01",1,,,,,,,,,,,,
"64-16-53-75","8791-001-01",2,,,,,,,,,,,,
"64-16-53-75","8791-001-01",3,,,,,,,,,,,,
"49-05-57-60","8791-001-03",1,1,3,8,3,2,,,,,,,
"49-05-57-60","8791-001-03",2,2,,,,,,,,,,,
"49-05-57-60","8791-001-03",3,2,,,,,,,,,,,
"76-43-45-04","8792-001-01",1,1,8,25,3,2,,,,,,,
"76-43-45-04","8792-001-01",2,2,,,,,,,,,,,
"76-43-45-04","8792-001-01",3,2,,,,,,,,,,,
"88-02-51-97","8793-001-01",1,1,5,17,3,2,,,,,,,
"88-02-51-97","8793-001-01",2,2,,,,,,,,,,,
"88-02-51-97","8793-001-01",3,2,,,,,,,,,,,
"64-70-27-38","8794-001-01",1,2,,,,,,,,,,,
"64-70-27-38","8794-001-01",2,2,,,,,,,,,,,
"64-70-27-38","8794-001-01",3,2,,,,,,,,,,,
"89-93-94-74","8795-001-01",1,1,7,16,3,2,,,,,,,
"89-93-94-74","8795-001-01",2,2,,,,,,,,,,,
"89-93-94-74","8795-001-01",3,2,,,,,,,,,,,
"12-71-09-24","8796-001-01",1,1,6,20,3,2,,,,,,,
"12-71-09-24","8796-001-01",2,2,,,,,,,,,,,
"12-71-09-24","8796-001-01",3,2,,,,,,,,,,,
"93-26-99-80","8796-001-06",1,1,5,20,3,2,,,,,,,
"93-26-99-80","8796-001-06",2,2,,,,,,,,,,,
"93-26-99-80","8796-001-06",3,2,,,,,,,,,,,
"83-78-35-48","8797-001-02",1,2,,,,,,,,,,,
"83-78-35-48","8797-001-02",2,2,,,,,,,,,,,
"83-78-35-48","8797-001-02",3,2,,,,,,,,,,,
"88-68-84-46","8810-001-01",1,,,,,,,,,,,,
"88-68-84-46","8810-001-01",2,,,,,,,,,,,,
"88-68-84-46","8810-001-01",3,,,,,,,,,,,,
"60-67-15-46","8812-001-01",1,1,6,13,3,2,,,,,,,
"60-67-15-46","8812-001-01",2,2,,,,,,,,,,,
"60-67-15-46","8812-001-01",3,2,,,,,,,,,,,
"67-02-07-00","8812-001-02",1,1,4,10,2,2,,,,,,,
"67-02-07-00","8812-001-02",2,2,,,,,,,,,,,
"67-02-07-00","8812-001-02",3,2,,,,,,,,,,,
"59-90-81-83","8813-001-01",1,1,3,93,3,2,,,,,,,
"59-90-81-83","8813-001-01",2,1,1,5,1,2,,,,,,,
"59-90-81-83","8813-001-01",3,2,,,,,,,,,,,
"75-39-37-48","8814-001-01",1,2,,,,,,,,,,,
"75-39-37-48","8814-001-01",2,2,,,,,,,,,,,
"75-39-37-48","8814-001-01",3,2,,,,,,,,,,,
"33-22-78-30","8814-001-02",1,,,,,,,,,,,,
"33-22-78-30","8814-001-02",2,,,,,,,,,,,,
"33-22-78-30","8814-001-02",3,,,,,,,,,,,,
"60-69-97-34","8814-001-03",1,,,,,,,,,,,,
"60-69-97-34","8814-001-03",2,,,,,,,,,,,,
"60-69-97-34","8814-001-03",3,,,,,,,,,,,,
"05-25-40-18","8815-001-01",1,2,,,,,,,,,,,
"05-25-40-18","8815-001-01",2,2,,,,,,,,,,,
"05-25-40-18","8815-001-01",3,2,,,,,,,,,,,
